Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Netherlands,NLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Netherlands,NLD,"Population, total",SP.POP.TOTL,17877117
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
New Caledonia,NCL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.751522311337
New Caledonia,NCL,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
New Caledonia,NCL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.766
New Caledonia,NCL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
New Caledonia,NCL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,289870
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
New Zealand,NZL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.8898991461229
New Zealand,NZL,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,11.2682320290767
New Zealand,NZL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,65.7581594237945
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,54697.382252318
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.0048780487805
New Zealand,NZL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
New Zealand,NZL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.27568006515503
New Zealand,NZL,"Population, total",SP.POP.TOTL,5200000
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,88.3
Nicaragua,NIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.1250953674316
Nicaragua,NIC,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,15.6220965314608
Nicaragua,NIC,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,43.8173116259905
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8319.97944140996
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.947
Nicaragua,NIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Nicaragua,NIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.86578989028931
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6823613
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,20.1
Niger,NER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.7506873295237
Niger,NER,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,19.6214412615414
Niger,NER,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,7.45115343571803
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1875.15306770628
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.183
Niger,NER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Niger,NER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.07412707618114
Niger,NER,"Population, total",SP.POP.TOTL,26159867
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,61.2
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.1746763155343
Nigeria,NGA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,10.6947833248612
Nigeria,NGA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,3.78331365664372
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8705.43426693539
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.462
Nigeria,NGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Nigeria,NGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.319069049792343
Nigeria,NGA,"Population, total",SP.POP.TOTL,227882945
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
North Macedonia,MKD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.2518322545779
North Macedonia,MKD,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,10.5591537526063
North Macedonia,MKD,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,8.95378294649297
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25354.103505762
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3160975609756
North Macedonia,MKD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
North Macedonia,MKD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1827816
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Northern Mariana Islands,MNP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.9754112887573
Northern Mariana Islands,MNP,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Northern Mariana Islands,MNP,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.808
Northern Mariana Islands,MNP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Northern Mariana Islands,MNP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,45143
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Norway,NOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.0718560702166
Norway,NOR,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,10.7621771019837
Norway,NOR,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,9.73848115296135
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,103637.516843678
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.1121951219512
Norway,NOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Norway,NOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Norway,NOR,"Population, total",SP.POP.TOTL,5519601
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Oman,OMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.5702973228932
Oman,OMN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.6921582029731
Oman,OMN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,3.70606297547888
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,41945.0255640883
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.031
Oman,OMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Oman,OMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Oman,OMN,"Population, total",SP.POP.TOTL,5049269
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.6
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.8191861872791
Pakistan,PAK,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,16.1107282427233
Pakistan,PAK,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,21.9335337033458
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6013.989636386
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.649
Pakistan,PAK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.94658005237579
Pakistan,PAK,"Population, total",SP.POP.TOTL,247504495
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Palau,PLW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.1531991438847
Palau,PLW,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Palau,PLW,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18230.2698627414
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.269
Palau,PLW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Palau,PLW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.52595777106229
Palau,PLW,"Population, total",SP.POP.TOTL,17727
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,97
Panama,PAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.8601271176084
Panama,PAN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,16.344062207153
Panama,PAN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,17.3874099458965
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,39813.3857939972
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.594
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.1092282909577
Panama,PAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.47225999832153
Panama,PAN,"Population, total",SP.POP.TOTL,4458759
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,20.5
Papua New Guinea,PNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.0581017891206
Papua New Guinea,PNG,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,16.4888046620318
Papua New Guinea,PNG,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,19.7229396571942
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4667.83567092991
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.134
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Papua New Guinea,PNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.782122804685732
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,10389635
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.3466081733694
Paraguay,PRY,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,7.45976328488979
Paraguay,PRY,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,70.4360645062827
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17564.4912369374
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.844
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.40649008750915
Paraguay,PRY,"Population, total",SP.POP.TOTL,6844146
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.2
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.7810255849745
Peru,PER,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,12.5486557221096
Peru,PER,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,19.9041116521987
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17011.2278028825
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.74
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.23516988754272
Peru,PER,"Population, total",SP.POP.TOTL,33845617
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,98
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.1242716168851
Philippines,PHL,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.9096015233525
Philippines,PHL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,8.41637176627866
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10985.8292627505
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.833
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.6236863467978
Philippines,PHL,"Population, total",SP.POP.TOTL,114891199
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Poland,POL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.8859561370214
Poland,POL,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.26227852497136
Poland,POL,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,14.4213014401337
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,48473.0940286419
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.5073170731707
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Poland,POL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Poland,POL,"Population, total",SP.POP.TOTL,36687353
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Portugal,PRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.2048652633664
Portugal,PRT,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,15.2279156701104
Portugal,PRT,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,13.5319741097578
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,49352.8388613032
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2804878048781
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Portugal,PRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Portugal,PRT,"Population, total",SP.POP.TOTL,10578174
Puerto Rico (US),PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Puerto Rico (US),PRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.1774359275881
Puerto Rico (US),PRI,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Puerto Rico (US),PRI,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Puerto Rico (US),PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,47543.3937761528
Puerto Rico (US),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.69
Puerto Rico (US),PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Puerto Rico (US),PRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.26898753959873
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,3203792
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Qatar,QAT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,99.2835325193835
Qatar,QAT,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,11.204295679661
Qatar,QAT,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,0.0798738697571159
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,129367.869670927
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.368
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Qatar,QAT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Qatar,QAT,"Population, total",SP.POP.TOTL,2656032
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Romania,ROU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.1645747011867
Romania,ROU,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,10.5734842607407
Romania,ROU,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,13.0396643365619
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,45981.6027785222
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6073170731707
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Romania,ROU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Romania,ROU,"Population, total",SP.POP.TOTL,19061062
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Russian Federation,RUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.9805047873279
Russian Federation,RUS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Russian Federation,RUS,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,44268.73046875
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.2546341463415
Russian Federation,RUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.16454853394225
Russian Federation,RUS,"Population, total",SP.POP.TOTL,143826130
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,63.9
Rwanda,RWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.8555310645477
Rwanda,RWA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Rwanda,RWA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3399.45174603143
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.785
Rwanda,RWA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.92004013061523
Rwanda,RWA,"Population, total",SP.POP.TOTL,13954471
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Samoa,WSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.5012799804602
Samoa,WSM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,30.085694029991
Samoa,WSM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,40.6760533276859
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8194.80725640734
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.698
Samoa,WSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Samoa,WSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.1096302676416
Samoa,WSM,"Population, total",SP.POP.TOTL,216663
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
San Marino,SMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,97.1317310361655
San Marino,SMR,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
San Marino,SMR,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,78745.4313299335
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.706
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
San Marino,SMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
San Marino,SMR,"Population, total",SP.POP.TOTL,33860
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,81.3
Sao Tome and Principe,STP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.6043921103568
Sao Tome and Principe,STP,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,31.8148500954205
Sao Tome and Principe,STP,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,98.21041550523
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6149.98146081932
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.718
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Sao Tome and Principe,STP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.0288576428727
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,230871
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Saudi Arabia,SAU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.2962388315415
Saudi Arabia,SAU,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.4010931323156
Saudi Arabia,SAU,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1.57606809115096
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,71564.800028565
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.732
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Saudi Arabia,SAU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.11466979980469
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,33702731
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.2
Senegal,SEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.6992276190794
Senegal,SEN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,18.5061079369258
Senegal,SEN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,26.5981384645677
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4777.61451861578
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.683
Senegal,SEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,50.3600006103516
Senegal,SEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.16277045366329
Senegal,SEN,"Population, total",SP.POP.TOTL,18077573
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Serbia,SRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.1434649229738
Serbia,SRB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Serbia,SRB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29776.8951752159
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.2209756097561
Serbia,SRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Serbia,SRB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.40377998352051
Serbia,SRB,"Population, total",SP.POP.TOTL,6623183
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Seychelles,SYC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.0971081321658
Seychelles,SYC,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,25.2034177580684
Seychelles,SYC,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,87.6856136879657
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,31780.7838341965
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.9585365853659
Seychelles,SYC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Seychelles,SYC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.45409960547034
Seychelles,SYC,"Population, total",SP.POP.TOTL,119773
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,35.5
Sierra Leone,SLE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.809324991151
Sierra Leone,SLE,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Sierra Leone,SLE,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3368.31727188063
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.786
Sierra Leone,SLE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Sierra Leone,SLE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.62455277942046
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,8460512
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Singapore,SGP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Singapore,SGP,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,4.0272730280579
Singapore,SGP,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,2.87163688367206
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,143786.136293013
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8951219512195
Singapore,SGP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Singapore,SGP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.14826011657715
Singapore,SGP,"Population, total",SP.POP.TOTL,5917648
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Sint Maarten (Dutch part),SXM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Sint Maarten (Dutch part),SXM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Sint Maarten (Dutch part),SXM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,51686.6520818084
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.371
Sint Maarten (Dutch part),SXM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Sint Maarten (Dutch part),SXM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.92363832601723
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,42749
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
